符号,预分档,位点数,跨文件数,值样例,值形态,有单位,登记面点名数,点名位置样例,来源现状样例,位点样例
nside_ideal,残余B·带单位的科学量,2,1,.1f | 58.6,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/hips_browser/healpix_browser_qt/core/browser_backend.cpp:452 ; lib/infrastructure/hips_browser/healpix_browser_qt/core/browser_backend.cpp:475
nside_k,残余A·登记面点名但无支撑,2,1,1,整数/整幂/科学计数,是,1,docs/algorithms/HIPS_WRITER.md,无来源（代码内字面量，未见文档/文献锚）,lib/infrastructure/aio/src/hips/aio_hips_writer.cpp:960 ; lib/infrastructure/aio/src/hips/aio_hips_writer.cpp:980
nside_leaf,残余A·登记面点名但无支撑,1,1,1,整数/整幂/科学计数,是,3,docs/algorithms/PHASE3_RSMP_IMPL.md ; docs/modules/registry/astrocs.phase3.resample2.md ; docs/science/PHASE3_HIPS_TO_FITS.md,无来源（代码内字面量，未见文档/文献锚）,lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:3956
nside_min,残余B·带单位的科学量,1,1,.4f;.6f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.cpp:738
nside_min_real,残余B·带单位的科学量,2,2,0.0 | 1.0,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.cpp:715 ; lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.h:113
nstar,残余D·语义未明（需读用途）,2,1,0.0;1.0,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/acr/qualification/focused/focused_benchmark.cpp:648 ; lib/infrastructure/acr/qualification/focused/focused_benchmark.cpp:657
ntotal,残余D·语义未明（需读用途）,1,1,12,一般数值,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/shared/healpix/healpix_core.cpp:453
nu,局部量噪声（不入科学判读）,5,3,0.0 | 1.0 | 2.0,一般数值,是,1,docs/algorithms/PHASE2_REJECTION.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/rejection.cpp:1775 ; lib/algorithms/platesolve/cpp/ipv/src/ipv_wcs.cpp:983 ; lib/algorithms/star_detection/src/nls_lm.cpp:295 ; lib/algorithms/star_detection/src/nls_lm.cpp
num,局部量噪声（不入科学判读）,8,5,0.0 | 1.0,小于 1 的小数,是,1,docs/science/CALIBRATION.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/identifiability.cpp:69 ; lib/algorithms/coverage/src/sky_plane.cpp:2013 ; lib/algorithms/coverage/src/upm.cpp:582 ; lib/algorithms/coverage/src/upm.cpp:802
num_ok,残余D·语义未明（需读用途）,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/photometry/cpp/src/psfsw.cpp:261
numerator,残余D·语义未明（需读用途）,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/acr/examples/weighted_integration/weighted_integration_common.hpp:37
o,局部量噪声（不入科学判读）,5,2,0.0;1877.0 | 0.0;300.0 | 0.1;1.84;7.0 | 1877.0,一般数值,是,12,ASTROCS_DESIGN.md ; docs/algorithms/PHASE2_COVERAGE.md ; docs/algorithms/PHASE2_SAMPLER.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/test/test_mag_iter.cpp:289 ; lib/algorithms/platesolve/cpp/ipv/test/test_mag_iter.cpp:297 ; lib/algorithms/platesolve/cpp/ipv/test/test_mag_iter.cpp:304 ; lib/algorit
obj,局部量噪声（不入科学判读）,1,1,0.0,小于 1 的小数,是,1,docs/algorithms/PHASE2_UPM_IMPL.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/upm.cpp:2433
object,残余A·登记面点名但无支撑,1,1,.16;.1f;.32,其他,是,53,docs/algorithms/PHASE2_SESSION.md ; docs/contracts/CONFIG_CONTRACT.md ; docs/contracts/DATA_SEMANTICS.md,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/aio/src/hiss_reader.cpp:746
objective,残余A·登记面点名但无支撑,5,2,.6 | 0.0,小于 1 的小数,是,5,docs/algorithms/PHASE2_UPM_IMPL.md ; docs/architecture/execution_inventory.csv ; docs/contracts/DATA_SEMANTICS.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/upm.cpp:104 ; lib/algorithms/coverage/src/upm.cpp:1015 ; lib/algorithms/coverage/src/upm.cpp:1562 ; lib/algorithms/coverage/src/upm.cpp:1592
observed_max_in_flight,残余B·带单位的科学量,1,1,1,整数/整幂/科学计数,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/infrastructure/acr/examples/weighted_integration/weighted_integration_benchmark.cpp:640
oe,局部量噪声（不入科学判读）,1,1,1877.0;300.0,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/test/test_mag_iter.cpp:265
off,局部量噪声（不入科学判读）,1,1,0.0,小于 1 的小数,是,2,docs/architecture/THREADING_MODEL.md ; docs/science/PHASE2_UPM.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/upm.cpp:2268
offset,残余A·登记面点名但无支撑,1,1,0,整数/整幂/科学计数,是,6,docs/contracts/DATA_ARTIFACTS.md ; docs/contracts/DATA_SEMANTICS.md ; docs/contracts/RT-001.md,无来源（代码内字面量，未见文档/文献锚）,lib/infrastructure/aio/v6/src/v6_fits.cpp:133
ok,局部量噪声（不入科学判读）,7,6,0.0 | 0.0;3.0 | 0.0f | 180.0;64.0;90.0,小于 1 的小数,是,16,docs/algorithms/PHASE2_COVERAGE.md ; docs/algorithms/PHASE2_SAMPLER.md ; docs/algorithms/PHASE2_SESSION.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/upm.cpp:2334 ; lib/algorithms/coverage/tools/stage2.cpp:1250 ; lib/algorithms/noise_snr/cpp/src/noise_model.cpp:775 ; lib/algorithms/noise_snr/cpp/src/noise_model.cpp:777
ok0,局部量噪声（不入科学判读）,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/star_detection/src/nls_lm.cpp:152
ok_m,残余D·语义未明（需读用途）,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_select.cpp:615
om_max,残余B·带单位的科学量,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/projection/p3_proj_v6.cpp:602
omega_max_min_ratio,残余B·带单位的科学量,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/projection/p3_proj_v6.cpp:653
omega_max_sr,残余B·带单位的科学量,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/phase3_session/p3_v6_export.h:111
omega_min_sr,残余B·带单位的科学量,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/phase3_session/p3_v6_export.h:110
omp,局部量噪声（不入科学判读）,1,1,0.0,小于 1 的小数,是,28,docs/algorithms/COSMETIC_ALGORITHMS.md ; docs/algorithms/DRIZZLE_GEOMETRY.md ; docs/algorithms/GAIA_QUERY.md,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/acr/examples/weighted_integration/weighted_integration_benchmark.cpp:1359
one_worker_ns,残余D·语义未明（需读用途）,1,1,-1.0,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/cli/resource_gate.h:175
oom_frac,残余B·带单位的科学量,1,1,0.85,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/cli/memory_growth.h:38
openmp_ms,残余D·语义未明（需读用途）,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/acr/examples/weighted_integration/route_profile_calibration.cpp:787
openmp_single_median,残余D·语义未明（需读用途）,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/acr/examples/weighted_integration/weighted_integration_benchmark.cpp:725
order,残余A·登记面点名但无支撑,4,2,.3f | .4f | .6f,其他,是,56,docs/DOCUMENT_INDEX.yaml ; docs/GLOSSARY.md ; docs/TROUBLESHOOTING.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_sip.cpp:500 ; lib/algorithms/platesolve/cpp/ipv/src/ipv_solver.cpp:581 ; lib/algorithms/platesolve/cpp/ipv/src/ipv_solver.cpp:981 ; lib/algorithms/platesolve/
order_uniq_base,残余B·带单位的科学量,1,1,4,整数/整幂/科学计数,是,0,,无来源（代码内字面量，未见文档/文献锚）,lib/infrastructure/aio/src/hips/aio_hips_reader.cpp:294
orig,残余A·登记面点名但无支撑,1,1,0.0,小于 1 的小数,是,1,docs/algorithms/PHASE2_MOSAIC_WRITE.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/sky_plane.cpp:755
orig_median,残余A·登记面点名但无支撑,1,1,0.0,小于 1 的小数,是,1,docs/algorithms/PHASE2_REJECTION.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/rejection.cpp:2113
other_measured_ns,残余D·语义未明（需读用途）,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/acr/scheduler/dispatcher.cpp:1350
other_per_item,残余D·语义未明（需读用途）,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/acr/scheduler/mixed_route_planner.cpp:117
out,局部量噪声（不入科学判读）,6,3,0.0 | 1.0 | 3.1 | 42.0,一般数值,是,56,ASTROCS_DESIGN.md ; docs/algorithms/CALIBRATION_ALGORITHMS.md ; docs/algorithms/COSMETIC_ALGORITHMS.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/resample/p3_resample.cpp:539 ; lib/algorithms/star_detection/test/sdet_angle_guard_test.cpp:58 ; lib/algorithms/star_detection/test/sdet_angle_guard_test.cpp:65 ; lib/algorithms/star_de
out_b,残余D·语义未明（需读用途）,1,1,0.5,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/drizzle/src/module_entry.cpp:1142
out_control_ivar,残余D·语义未明（需读用途）,1,1,1.0,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/upm.cpp:2976
out_fence_ln,残余D·语义未明（需读用途）,2,1,0.0 | 2.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/noise_snr/cpp/src/noise_model.cpp:286 ; lib/algorithms/noise_snr/cpp/src/noise_model.cpp:294
out_flux5,残余D·语义未明（需读用途）,2,1,0.0 | 5.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/noise_snr/cpp/src/snr_estimator.cpp:97 ; lib/algorithms/noise_snr/cpp/src/snr_estimator.cpp:123
out_fp64,残余D·语义未明（需读用途）,1,1,0.0;1.0,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/drizzle/src/module_entry.cpp:1054
out_g,残余D·语义未明（需读用途）,1,1,1.0,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/sky_plane.cpp:2004
out_m5_mag,残余D·语义未明（需读用途）,1,1,2.5,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/noise_snr/cpp/src/snr_science.cpp:261
out_mad,残余D·语义未明（需读用途）,3,2,0.0f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/psf/src/dpsf_image.cpp:354 ; lib/algorithms/star_detection/src/sdet_image.cpp:650 ; lib/algorithms/star_detection/src/sdet_image.cpp:792
out_med,残余D·语义未明（需读用途）,3,2,0.0f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/psf/src/dpsf_image.cpp:353 ; lib/algorithms/star_detection/src/sdet_image.cpp:649 ; lib/algorithms/star_detection/src/sdet_image.cpp:791
out_median,残余A·登记面点名但无支撑,1,1,0.0,小于 1 的小数,是,4,docs/algorithms/PHASE2_SAMPLER.md ; docs/architecture/api_inventory.csv ; docs/contracts/API_CONTRACTS.csv,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/photometry/cpp/src/psfsw.cpp:79
out_origin_x,残余D·语义未明（需读用途）,2,2,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/resample/p3_rsmp.h:258 ; lib/phase3_session/p3_v6_export.h:188
out_origin_y,残余D·语义未明（需读用途）,2,2,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/resample/p3_rsmp.h:259 ; lib/phase3_session/p3_v6_export.h:189
out_p_center,残余D·语义未明（需读用途）,2,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/noise_snr/cpp/src/snr_science.cpp:90 ; lib/algorithms/noise_snr/cpp/src/snr_science.cpp:121
out_rms_unweighted,残余B·带单位的科学量,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/sky_plane.cpp:1698
out_rms_weighted,残余B·带单位的科学量,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/sky_plane.cpp:1697
out_scale,残余B·带单位的科学量,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:2738
out_scale_factor,残余A·登记面点名但无支撑,14,2,1.0,一般数值,是,4,docs/architecture/api_inventory.csv ; docs/contracts/API_CONTRACTS.csv ; docs/contracts/DATA_SEMANTICS.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/photometry/cpp/src/pc_api.cpp:90 ; lib/algorithms/photometry/cpp/src/pc_api.cpp:103 ; lib/algorithms/photometry/cpp/src/pc_api.cpp:275 ; lib/algorithms/photometry/cpp/src/pc_api.cpp:327
out_sigma_col,残余B·带单位的科学量,3,1,0.0f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/calibration/src/cosmetic_corrector.cpp:330 ; lib/algorithms/calibration/src/cosmetic_corrector.cpp:525 ; lib/algorithms/calibration/src/cosmetic_corrector.cpp:608
out_sigma_col_bias,残余B·带单位的科学量,1,1,0.0f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/calibration/src/cosmetic_corrector.cpp:610
out_sigma_col_dark,残余B·带单位的科学量,1,1,0.0f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/calibration/src/cosmetic_corrector.cpp:609
out_sigma_residual,残余A·登记面点名但无支撑,14,2,0.0,小于 1 的小数,是,4,docs/architecture/api_inventory.csv ; docs/contracts/API_CONTRACTS.csv ; docs/contracts/DATA_SEMANTICS.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/photometry/cpp/src/pc_api.cpp:92 ; lib/algorithms/photometry/cpp/src/pc_api.cpp:105 ; lib/algorithms/photometry/cpp/src/pc_api.cpp:277 ; lib/algorithms/photometry/cpp/src/pc_api.cpp:329
out_sort,残余D·语义未明（需读用途）,1,1,.3f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.cpp:2308
out_step,残余D·语义未明（需读用途）,2,2,1.0,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/resample/p3_rsmp.h:260 ; lib/phase3_session/p3_v6_export.h:190
out_sum_p2,残余D·语义未明（需读用途）,2,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/noise_snr/cpp/src/snr_science.cpp:89 ; lib/algorithms/noise_snr/cpp/src/snr_science.cpp:120
out_w2_mean,残余D·语义未明（需读用途）,1,1,0.0f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/calibration/src/cosmetic_corrector.cpp:731
output_fp64,残余A·登记面点名但无支撑,1,1,0.5,小于 1 的小数,是,1,docs/contracts/PUBLIC_API.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/drizzle/src/module_entry.cpp:1157
over,残余A·登记面点名但无支撑,1,1,90.0,一般数值,是,6,docs/architecture/PERFORMANCE_MODEL.md ; docs/plugins/infrastructure/19_runtime.md ; docs/research/CCD_LINEAR_DEFECT_LITERATURE.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/star_detection/src/sdet_angle_guard.h:49
overlap_band_full_deg,残余D·语义未明（需读用途）,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/include/astro/phase2/stage2_common.h:247
overlap_band_trimmed_deg,残余D·语义未明（需读用途）,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/include/astro/phase2/stage2_common.h:246
overlap_band_width_deg,残余D·语义未明（需读用途）,1,1,.6,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/sky_plane.cpp:398
overlap_sr,残余D·语义未明（需读用途）,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/resample/p3_rsmp.h:185
oversample,残余A·登记面点名但无支撑,1,1,0.0;0.5,其他,是,1,docs/algorithms/DRIZZLE_GEOMETRY.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.h:111
owner_signed_threshold,残余B·带单位的科学量,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.h:337
p,局部量噪声（不入科学判读）,3,3,0.0 | 1.0 | 7,一般数值,是,41,docs/TRACEABILITY.csv ; docs/algorithms/ACR_EQUIVALENCE.md ; docs/algorithms/DRIZZLE_GEOMETRY.md,无来源（代码内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/rejection.cpp:1776 ; lib/algorithms/star_detection/src/sdet_api.cpp:296 ; lib/algorithms/integration/v6/src/phase2_integrate.cpp:1223
p05,局部量噪声（不入科学判读）,6,5,0.0 | 0.05,小于 1 的小数,是,7,docs/contracts/DATA_SEMANTICS.md ; docs/design/PHASE1_DETAILED_DESIGN.md ; docs/plugins/algorithms_phase1/07_noise_snr.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/sampler.cpp:1405 ; lib/algorithms/integration/v6_phase1/src/phase1_product.cpp:1150 ; lib/algorithms/photometry/cpp/src/psfsw.cpp:168 ; lib/algorithms/photometry/cpp/src/ps
